customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,cancellation_code,currency,account_status,churned
CUST-20092,53,104.39,5520.52,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20093,14,79.13,1115.45,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20094,48,98.54,4720.63,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20095,50,34.4,1723.93,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20096,25,61.83,1543.52,One year,Mailed check,0,USD,ACTIVE,0
CUST-20097,21,35.14,727.97,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20098,65,54.71,3540.15,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20099,53,70.48,3711.61,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20100,61,100.66,6157.38,One year,Electronic check,0,USD,ACTIVE,0
CUST-20101,48,43.84,2114.85,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20102,30,96.78,2906.46,Two year,Credit card,0,USD,ACTIVE,0
CUST-20103,61,113.73,6940.8,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20104,54,60.51,,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20105,12,48.77,588.02,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20106,41,118.39,4865.04,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20107,46,22.53,1035.53,Two year,Credit card,0,USD,ACTIVE,0
CUST-20108,25,74.96,1883.08,Two year,Credit card,0,USD,ACTIVE,0
CUST-20109,37,70.18,2580.76,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20110,39,52.25,2028.81,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20111,10,101.87,,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20112,53,64.17,3412.04,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20113,68,44.57, ,Month-to-month,Credit card,102,USD,ACTIVE,1
CUST-20114,44,106.96,4698.1,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20115,2,71.09,137.58,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20116,69,102.99,7099.19,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20117,69,49.16,,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20118,62,62.36,3867.57,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20119,19,105.43,2005.65,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20120,52,52.38,2723.74,One year,Mailed check,0,USD,ACTIVE,0
CUST-20121,15,107.55,1631.45,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20122,29,41.95,1210.5,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20123,18,70.51,1287.65,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20124,47,111.47,5229.33,One year,Credit card,0,USD,ACTIVE,0
CUST-20125,53,72.23,3820.79,One year,Mailed check,0,USD,ACTIVE,0
CUST-20126,17,52.64,896.69,Month-to-month,Mailed check,102,USD,ACTIVE,1
CUST-20127,71,111.81,7966.75,Month-to-month,Mailed check,101,USD,ACTIVE,1
CUST-20128,11,109.65,1202.59,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20129,63,30.41,1917.41,Two year,Credit card,0,USD,ACTIVE,0
CUST-20130,58,52.09,2989.94,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20131,24,100.64,2417.48,One year,Electronic check,0,USD,ACTIVE,0
CUST-20132,27,39.48,1061.94,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20133,67,64.84,4350.81,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20134,55,47.28,2614.04,Two year,Credit card,0,USD,ACTIVE,0
CUST-20135,18,105.9,1899.18,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20136,66,101.08,6656.39,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20137,58,107.7,6265.52,Month-to-month,Credit card,101,USD,ACTIVE,1
CUST-20138,3,48.34,,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20139,51,119.62,6102.71,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20140,67,118.82,7953.59,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20141,7,69.26,482.6,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20142,43,65.0,2785.37,One year,Electronic check,0,USD,ACTIVE,0
CUST-20143,23,113.07,2602.87,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20144,21,108.85,2284.27,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20145,26,119.6,3121.56,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20146,55,114.26,,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20147,65,43.6,2838.96,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20148,64,106.88,6832.96,One year,Credit card,0,USD,ACTIVE,0
CUST-20149,39,25.68,997.87,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20150,46,83.78,3848.06,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20151,36,113.83,4118.0,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20152,26,113.67,2963.12,One year,Mailed check,0,USD,ACTIVE,0
CUST-20153,12,108.81,1312.73,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20154,51,52.53,2689.66,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20155,23,111.73,2567.92,Two year,Credit card,0,USD,ACTIVE,0
CUST-20156,60,87.87,5264.32,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20157,67,99.56,6668.76,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20158,2,62.14,116.66,Month-to-month,Credit card,103,USD,ACTIVE,1
CUST-20159,35,29.17,1018.2,One year,Electronic check,0,USD,ACTIVE,0
CUST-20160,38,52.01,1982.13,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20161,58,62.48,3641.65,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20162,36,101.37,3654.08,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20163,43,64.99,2806.87,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20164,45,69.42,3135.29,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20165,50,114.49,,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20166,32,105.89,3395.02,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20167,4,93.28,354.58,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20168,56,86.33, ,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20169,41,93.72,3836.63,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20170,55,75.47,4168.25,Month-to-month,Mailed check,101,USD,ACTIVE,1
CUST-20171,18,80.07,1439.25,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20172,69,71.8,4972.2,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20173,18,46.7,821.25,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20174,19,27.84,537.07,One year,Mailed check,0,USD,ACTIVE,0
CUST-20175,61,116.6,7121.15,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20176,8,62.86,504.6,Two year,Credit card,0,USD,ACTIVE,0
CUST-20177,68,107.09,7279.79,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20178,35,70.88,2487.68,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20179,21,42.82,916.13,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20180,70,94.33,6599.59,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20181,60,118.54,7110.59,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20182,35,111.22,3895.21,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20183,70,105.21,7360.49,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20184,26,117.02,3052.71,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20185,34,26.25,906.69,Month-to-month,Electronic check,103,USD,ACTIVE,1
CUST-20186,10,57.35,581.19,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20187,44,66.53,2930.5,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20188,21,106.89,2249.66,One year,Mailed check,0,USD,ACTIVE,0
CUST-20189,31,65.73,2018.78,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20190,4,97.3,380.42,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20191,47,97.6,4570.47,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20192,30,33.05,1002.89,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20193,48,76.0,3635.6,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20194,28,64.0,1793.89,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20195,26,103.16,,Month-to-month,Mailed check,101,USD,ACTIVE,1
CUST-20196,58,83.31,4840.71,One year,Credit card,0,USD,ACTIVE,0
CUST-20197,22,26.77,590.17,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20198,30,76.23,2279.78,One year,Credit card,0,USD,ACTIVE,0
CUST-20199,7,91.1,,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20200,55,33.3,,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20201,48,84.46,4058.15,One year,Electronic check,0,USD,ACTIVE,0
CUST-20202,48,76.54,3672.33,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20203,61,84.12,5121.1,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20204,7,78.06,530.04,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20205,54,77.16,4163.1,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20206,45,87.38,3925.19,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20207,40,47.07,1895.23,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20208,33,52.8,1757.19,Month-to-month,Mailed check,101,USD,ACTIVE,1
CUST-20209,22,77.61,1687.46,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20210,15,34.22,,Month-to-month,Electronic check,101,USD,ACTIVE,1
CUST-20211,21,98.82,2101.0,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20212,2,75.9,166.25,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20213,71,55.31,3923.07,One year,Mailed check,0,USD,ACTIVE,0
CUST-20214,26,56.09,1468.4,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20215,46,22.52,1037.67,Two year,Credit card,0,USD,ACTIVE,0
CUST-20216,33,74.65,2466.02,Two year,Credit card,0,USD,ACTIVE,0
CUST-20217,32,112.95,3632.26,One year,Mailed check,0,USD,ACTIVE,0
CUST-20218,42,39.75,1661.13,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20219,23,80.94,1873.06,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20220,47,52.88,2478.32,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20221,25,107.65,2696.45,One year,Mailed check,0,USD,ACTIVE,0
CUST-20222,42,57.6,2418.18,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20223,37,34.91,1292.36,One year,Mailed check,0,USD,ACTIVE,0
CUST-20224,32,47.42,1542.77,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20225,17,81.66,1380.99,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20226,23,49.16,1147.33,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20227,4,107.48,422.56,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20228,13,107.19,1393.76,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20229,10,31.34,326.13,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20230,40,76.59,,Month-to-month,Mailed check,103,USD,ACTIVE,1
CUST-20231,65,86.95,5654.61,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20232,63,31.38,1976.46,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20233,69,28.96,1998.31,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20234,70,108.18,7581.59,One year,Electronic check,0,USD,ACTIVE,0
CUST-20235,60,85.31,5125.84,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20236,53,99.83,5284.33,One year,Electronic check,0,USD,ACTIVE,0
CUST-20237,8,37.49,307.64,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20238,41,26.7,1098.62,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20239,15,54.89,831.76,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20240,50,48.78,2445.6,One year,Credit card,0,USD,ACTIVE,0
CUST-20241,26,114.15,2974.2,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20242,58,76.97,4459.31,One year,Mailed check,0,USD,ACTIVE,0
CUST-20243,41,100.06,4095.07,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20244,18,62.02,1123.79,Two year,Credit card,0,USD,ACTIVE,0
CUST-20245,33,20.46,677.62,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20246,28,21.52, ,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20247,48,35.51,1714.48,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20248,14,109.04,1542.68,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20249,71,30.16,2138.73,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20250,16,48.84,779.06,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20251,19,113.3,2153.74,One year,Credit card,0,USD,ACTIVE,0
CUST-20252,49,58.68,2867.29,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20253,66,77.84,5145.04,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20254,35,62.01,2192.61,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20255,6,57.47,353.12,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20256,47,107.22,5053.03,Month-to-month,Credit card,101,USD,ACTIVE,1
CUST-20257,28,110.53,3089.38,One year,Mailed check,0,USD,ACTIVE,0
CUST-20258,27,51.33,1395.38,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20259,21,70.18,1477.27,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20260,18,116.29,2078.72,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20261,60,96.89,5812.42,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20262,65,88.16,5723.27,One year,Credit card,0,USD,ACTIVE,0
CUST-20263,45,41.84,1898.2,Month-to-month,Credit card,101,USD,ACTIVE,1
CUST-20264,5,44.54,199.86,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20265,52,79.3,4117.86,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20266,50,92.08,4605.95,One year,Credit card,0,USD,ACTIVE,0
CUST-20267,38,80.0,3031.18,One year,Credit card,0,USD,ACTIVE,0
CUST-20268,54,71.27,3862.04,One year,Credit card,0,USD,ACTIVE,0
CUST-20269,6,85.47,524.64,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20270,38,54.39,2071.61,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20271,57,116.22,6619.81,Month-to-month,Mailed check,102,USD,ACTIVE,1
CUST-20272,36,76.7,2751.79,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20273,16,91.55,1468.69,One year,Credit card,0,USD,ACTIVE,0
CUST-20274,41,92.42,3794.56,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20275,43,45.11,1943.4,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20276,38,99.04,3762.58,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20277,47,40.18,1893.13,One year,Mailed check,0,USD,SUSPENDED,0
CUST-20278,37,67.06,2477.38,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20279,44,36.97,1631.0,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20280,28,66.56,1867.44,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20281,67,77.03,5159.56,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20282,58,104.3,6040.29,One year,Mailed check,0,USD,ACTIVE,0
CUST-20283,4,76.98,302.39,Two year,Credit card,0,USD,ACTIVE,0
CUST-20284,56,105.97,5939.13,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20285,71,62.26,4425.82,One year,Credit card,0,USD,ACTIVE,0
CUST-20286,42,35.99,,One year,Credit card,0,USD,ACTIVE,0
CUST-20287,68,96.35,6550.83,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20288,68,80.59,5472.71,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20289,70,29.01,2018.57,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20290,21,61.36,1289.93,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20291,16,57.93,950.53,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20292,58,36.33,2099.8,One year,Mailed check,0,USD,ACTIVE,0
CUST-20293,10,75.46,757.53,Month-to-month,Mailed check,101,USD,SUSPENDED,1
CUST-20294,70,36.73,2563.54,One year,Credit card,0,USD,ACTIVE,0
CUST-20295,52,63.13,3295.3,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20296,55,86.1,4734.85,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20297,46,92.35,4267.95,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20298,39,88.31,3446.95,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20299,16,113.37,1811.7,One year,Mailed check,0,USD,ACTIVE,0
CUST-20300,43,39.82,,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20301,62,56.09,3457.94,One year,Credit card,0,USD,ACTIVE,0
CUST-20302,9,35.68,320.46,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20303,4,115.71,471.4,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20304,42,74.08,3106.92,One year,Mailed check,0,USD,ACTIVE,0
CUST-20305,25,84.05,2102.82,One year,Credit card,0,USD,ACTIVE,0
CUST-20306,29,56.06,1617.93,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20307,44,20.82,915.52,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20308,49,25.33,1235.13,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20309,70,114.33,8013.31,Two year,Credit card,0,USD,ACTIVE,0
CUST-20310,43,114.41,4910.34,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20311,67,53.87,3607.79,Two year,Credit card,0,USD,ACTIVE,0
CUST-20312,67,90.8,6116.01,Two year,Credit card,0,USD,ACTIVE,0
CUST-20313,15,85.21,1281.68,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20314,54,78.58,4243.07,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20315,47,89.5,4200.15,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20316,15,74.16,1109.91,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20317,28,28.08,784.76,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20318,69,62.67,4338.4,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20319,22,116.2,2569.53,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20320,39,28.77,1138.22,One year,Mailed check,0,USD,ACTIVE,0
CUST-20321,43,20.46,865.96,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20322,31,65.47,2027.68,Month-to-month,Credit card,102,USD,ACTIVE,1
CUST-20323,57,70.13,3980.4,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20324,66,67.69,4497.33,Two year,Mailed check,0,USD,ACTIVE,0
